movie_id,actor_id,name,character,gender,order
16420,11181,Kenneth Branagh,Iago,2,2
16420,27631,Nathaniel Parker,Cassio,2,3
16420,232174,Indra Ové,Bianca,0,4
16420,17483,Michael Maloney,Roderigo,2,5
16420,1227643,Anna Patrick,Emilia,1,6
16420,32357,Nicholas Farrell,Montano,2,7
16420,3968,Michael Sheen,Lodovico,2,8
31174,1327,Ian McKellen,Richard III,2,0
31174,516,Annette Bening,Elizabeth,1,1
31174,388,Jim Broadbent,The Duke of Buckingham,2,2
31174,5470,Kristin Scott Thomas,Lady Anne,1,3
31174,42566,Adrian Dunbar,James Tyrrell,2,4
31174,10978,Maggie Smith,Duchess of York,1,5
31174,41043,Tim McInnerny,William Catesby,2,6
31174,3223,Robert Downey Jr.,Earl Rivers,2,7
31174,3545,Edward Hardwicke,Lord Stanley,2,8
31174,15788,Nigel Hawthorne,The Duke of Clarence,0,9
31174,20070,Jim Carter,Lord Hastings,2,10
31174,17287,Dominic West,The Earl of Richmond,2,11
31174,8937,John Wood,King Edward IV,2,12
31174,27660,Roger Hammond,Archbishop Thomas,2,13
31174,104795,Bill Paterson,Sir Richard Ratcliffe,2,14
31174,20425,Donald Sumpter,Brackenbury,2,15
31174,7027,James Dreyfus,1st Subaltern,2,16
31174,1271092,Derek Lyons,Ballroom Dancer (uncredited),2,17
8391,54818,Pascale Bussières,Camille Baker,0,0
8391,54819,Rachael Crawford,Petra,1,1
8391,15319,Henry Czerny,Martin,2,2
8391,20173,Don McKellar,Timothy,2,3
9089,18686,Holly Hunter,Claudia Larson,1,0
9089,3223,Robert Downey Jr.,Tommy Larson,2,1
9089,10774,Anne Bancroft,Adele Larson,1,2
9089,1466,Charles Durning,Henry Larson,2,3
9089,6194,Claire Danes,Kitt Larson,1,4
9089,32597,Dylan McDermott,Leo Fish,2,5
9089,400,Geraldine Chaplin,Aunt Glady,1,6
9089,26472,Steve Guttenberg,Walter Wedman,2,7
9089,11064,David Strathairn,Russell Terziak,2,8
9089,65528,Cynthia Stevenson,Joanne Larson Wedman,1,9
9536,64998,Pauly Shore,Bud Macintosh,2,0
9536,9045,Stephen Baldwin,Doyle Johnson,2,1
9536,16484,Joey Lauren Adams,Monique (as Joey Adams),1,2
9536,43433,Teresa Hill,Jen,1,3
9536,7676,William Atherton,Dr. Noah Faulkner,2,4
9536,57868,Dara Tomanovich,Mimi Simkins,1,5
9536,57869,Kevin West,T.C. Romulus,2,6
9536,23970,Denise Dowse,Olivia Biggs,1,7
9536,12207,Kylie Minogue,Dr. Petra von Kant,1,8
9536,22297,Kyle Gass,Tenacious D,2,9
9536,70851,Jack Black,Tenacious D,2,10
9536,16850,Rose McGowan,Denise,1,11
48750,3829,Jean-Paul Belmondo,Henri Fortin / Jean Valjean,2,0
48750,35211,Michel Boujenah,André Ziman,2,1
48750,63895,Alessandra Martines,Elise Ziman,1,2
48750,141054,Salomé Lelouch,La fille Ziman,0,3
48750,6014,Annie Girardot,Thénardière 1942,1,4
48750,3581,Philippe Léotard,Thénardier 1942,2,5
48750,24464,Philippe Khorsand,Le policier / Javert,2,6
48750,13689,Ticky Holgado,Le gentil voyou / Kind Hoodlum,2,7
48750,2407,Rufus,Thénardier 1830 / 1990,2,8
48750,133834,Nicole Croisille,Thénardière 1830 / 1990,0,9
48750,141055,William Leymergie,Toureiffel,0,10
48750,9741,Jean Marais,Mgr Myriel,2,11
48750,34595,Micheline Presle,La mère supérieure / Mother Superior,1,12
48750,24807,Darry Cowl,Le bouquiniste / Bookseller,0,13
48750,109516,Clémentine Célarié,Catherine / Fantine,1,14
48750,23508,Daniel Toscan du Plantier,Le comte de Villeneuve,2,15
36929,8872,Rick Moranis,David Leary,2,0
36929,74036,Tom Arnold,Rosco Bigger - Fang,2,1
36929,105962,Julianne Phillips,Victoria Tucker,1,2
36929,10556,Carol Kane,Faith Bigger,1,3
36929,4175,Jeffrey Tambor,Art Lundstrum,2,4
36929,87003,Curtis Armstrong,Clark,2,5
36929,27726,Don Knotts,Principal Kokelar,2,6
9623,3416,Demi Moore,Annie Laird,1,0
9623,7447,Alec Baldwin,Teacher,2,1
9623,24045,Joseph Gordon-Levitt,Oliver Laird,2,2
9623,8256,Anne Heche,Juliet,1,3
9623,4691,James Gandolfini,Eddie,2,4
9623,32225,Lindsay Crouse,Tallow,1,5
9623,15183,Tony Lo Bianco,Louie Boffano,2,6
9623,14884,Michael Constantine,Judge Weitzel,2,7
9623,13525,Matt Craven,Boone,2,8
9623,148635,Todd Susman,Bozeman,2,9
9623,18313,Michael Rispoli,Joseph Boffano,2,10
9623,57552,Julie Halston,Inez,0,11
9623,4692,Frank Adonis,DeCicco,2,12
9623,94434,Matthew Cowles,Rodney,2,13
9623,47538,Polly Adams,Forewoman,0,14
8447,40900,Mark Rylance,William Adamson,2,0
8447,5470,Kristin Scott Thomas,Matty Crompton,1,1
8447,14326,Patsy Kensit,Eugenia Alabaster Adamson,1,2
8447,55037,Jeremy Kemp,Sir Harald Alabaster,2,3
8447,35862,Douglas Henshall,Edgar Alabaster,0,4
8447,30320,Annette Badland,Lady Alabaster,1,5
8447,25658,Chris Larkin,Robin,2,6
8447,8227,Anna Massey,Miss Mead,1,7
12158,776,Eddie Murphy,Maximillian | Pauly | Guido,2,0
12158,9780,Angela Bassett,Detective Rita Veder,1,1
12158,32486,Allen Payne,Detective Justice,2,2
12158,66554,Kadeem Hardison,Julius Jones,2,3
12158,56902,John Witherspoon,Silas Green,2,4
12158,47458,Zakes Mokae,Dr. Zeko,2,5
12158,593,Joanna Cassidy,Capt. Dewey,1,6
12158,6951,W. Earl Brown,Police Officer,2,7
12158,172200,Simbi Khali,Nikki,0,8
11062,1158,Al Pacino,Mayor John Pappas,2,0
11062,3036,John Cusack,Deputy Mayor Kevin Calhoun,2,1
11062,2233,Bridget Fonda,Marybeth Cogan,1,2
11062,1004,Danny Aiello,Frank Anselmo,2,3
11062,2641,Martin Landau,Judge Walter Stern,2,4
11062,19839,David Paymer,Abe Goodman,2,5
11062,31028,Richard Schiff,Larry Schwartz,2,6
47475,14,Ellen DeGeneres,Martha Alston,1,0
47475,8984,Bill Pullman,Whitman Crawford,2,1
47475,3234,Joan Cusack,Inga Gunther,1,2
47475,923,Dean Stockwell,Jack Tramonte,2,3
47475,23709,Joan Plowright,Mrs. Crawford,1,4
47475,15250,Hope Davis,Annie,1,5
47475,1232807,Ellen Cleghorne,Jane,0,6
47475,170162,Christine Cattell,Nancy Culpepper,1,7
47475,128621,Robert Goulet,Dick Braxton,2,8
11907,22686,Maria Schrader,Fanny Fink,1,0
11907,70887,Pierre Sanoussi-Bliss,Orfeo de Altamar,0,1
11907,70888,Michael von Au,Lothar Sticker,0,2
11907,9931,Elisabeth Trissenaar,Madeleine,1,3
11907,1084,Joachim Król,Anton,2,4
11907,34297,Ingo Naujoks,Lasse Laengsfeld,2,5
71754,1283,Helena Bonham Carter,Margaret MacNeil,1,0
71754,19901,Clive Russell,Neil Currie,2,1
71754,198287,Craig Olejnik,Jimmy MacNeil,2,2
71754,18794,Kate Nelligan,Catherine MacNeil,1,3
71754,6074,Kenneth Welsh,Angus MacNeil,0,4
71754,563767,Andrea Morris,Marilyn,1,5
51352,11181,Kenneth Branagh,Narration (voice),2,1
51352,515,Glenn Close,Diary Readings (voice),1,2
10324,520,Sarah Jessica Parker,Lucy,1,0
10324,5590,Elle Macpherson,Jane,1,1
10324,1245,Scarlett Johansson,Emily,1,3
10324,68185,Eric Schaeffer,Joe,2,4
10324,68186,Dominic Chianese,Al,2,5
10324,68187,Emily Hart,Eddy,0,6
10324,7399,Ben Stiller,,2,7
78406,1271,Andy García,Ruben Martinez / Robby Martin,2,0
78406,1903,Alan Arkin,Lou Perilli,2,1
78406,10768,Rachel Ticotin,Laura,1,2
78406,532,Joe Pantoliano,Eddie Agopian,2,3
78406,18316,Ally Walker,Bonnie Martin,1,4
78406,28010,David Ogden Stiers,Judge Winton Myers,2,5
78406,34597,Kevin McCarthy,Reed Tyler,2,6
78406,1272,Richard Bradford,Nick Zingaro,2,7
78406,11318,Holland Taylor,Mona Rowland-Downey,1,8
110972,2694,Josh Charles,Charlie Dunlap,2,1
110972,8256,Anne Heche,Amy,1,2
110972,1230,John Goodman,Alan Davenport,2,3
110972,77133,Christine Lahti,Ruby,1,4
110972,4003,Christine Ebersole,Mom Dunlap,1,5
110972,20899,Peter Riegert,Dad Dunlap,2,6
110972,39568,Dey Young,Mrs. Tarnell,0,7
110972,12438,Bob Balaban,Paul Entamen,2,8
110972,3033,Wil Wheaton,Jack,2,9
11863,16560,David Caruso,David Corelli,2,0
11863,9625,Linda Fiorentino,Katrina Gavin,1,1
11863,9046,Chazz Palminteri,Matt Gavin,2,2
11863,2712,Michael Biehn,Bob Hargrove,2,3
11863,16554,Richard Crenna,Governor Edwards,2,4
11863,58312,Angie Everhart,Patrice Jacinto,1,5
11863,2517,Donna Murphy,Karen Heller,1,6
11863,7497,Holt McCallany,Bill Barrett,2,7
11863,47932,David Hunt,Pat Callendar,2,8
11863,17770,Kevin Tighe,D.A. Arnold Clifford,2,9
11863,41465,Robin Thomas,Mr. Green,2,10
11863,1755979,Victoria Smith,Sandy,0,11
11863,52188,Drew Snyder,Executive,2,12
11863,1457926,Sandy Berumen,Assistant District Attorney,1,13
11863,8432,Buddy Joe Hooker,Assistant District Attorney,2,14
11863,16659,Bobby Bass,Assistant District Attorney,2,15
11863,161787,Dick Ziker,Assistant District Attorney,0,16
11863,11395,Victor Wong,Mr. Wong,2,17
11863,87128,Kenneth Tigar,Corporate Man,2,18
11863,61703,Ron Yuan,Technician,2,19
11863,10506,John Wyman,Cop,2,20
123360,3830,Jean Seberg,Herself,1,0
123360,54782,Mary Beth Hurt,Jean Seberg,1,1
39428,93396,Jacob Tierney,David (Aged 15),2,0
39428,3272,Drake Bell,David (Aged 10),2,1
39428,4800,Gena Rowlands,Mae Morgan,1,2
39428,2958,Diana Scarwid,Sarah,1,3
39428,5724,Denis Leary,Frank,2,4
39428,30151,Leo Burmester,Bobbie Lee Taylor,2,5
39428,196902,Stephanie Astalos-Jones,Second Testifier,1,6
39428,196843,Jill Jane Clements,Woman,1,7
39428,4432,Frances Conroy,Miss Scover,1,8
39428,146025,Sharon Blackwood,Schoolmistress,1,9
39428,19489,Peter McRobbie,Reverend Watkins,2,10
11000,2157,Robin Williams,Armand Goldman,2,0
11000,193,Gene Hackman,Sen. Kevin Keeley,2,1
11000,78729,Nathan Lane,Albert Goldman,2,2
11000,1902,Dianne Wiest,Louise Keeley,1,3
11000,31511,Grant Heslov,National Enquirer Photographer,2,4
11000,5587,Hank Azaria,Agador Spartacus,2,5
11000,5346,Dan Futterman,Val Goldman,2,6
11000,49148,Calista Flockhart,Barbara Keeley,1,7
11000,11870,Christine Baranski,Katherine Archer,1,8
11000,77338,Tom McGowan,Harry Radman,2,9
249882,8349,Martin Sheen,Father Jozo Zovko,2,0
249882,13919,Michael York,Milan Vukovic,2,1
249882,14990,Morgan Fairchild,Sister Fabijana Zovko,1,2
249882,925,Paul Guilfoyle,Miodrag Dobrovic,2,3
249882,14102,George Coe,Father Ferdo Vlasic,2,4
34996,3127,Lili Taylor,Kathleen Conklin,1,0
34996,4690,Christopher Walken,Peina,2,1
34996,18750,Annabella Sciorra,Casanova,1,2
34996,36190,Edie Falco,Jean,1,3
34996,11486,Michael Imperioli,Missionary,2,4
34996,3137,Paul Calderon,Professor,2,5
1572,62,Bruce Willis,John McClane,2,0
1572,16940,Jeremy Irons,Simon Peter Gruber,2,1
1572,2231,Samuel L. Jackson,Zeus Carver,2,2
1572,6804,Graham Greene,Joe Lambert,2,3
1572,13023,Colleen Camp,Connie Kowalski,1,4
1572,17351,Larry Bryggman,Chief Cobb,2,5
1572,141747,Anthony Peck,Ricky Walsh,0,6
1572,91421,Nicholas Wyman,Targo,0,7
1572,45337,Sam Phillips,Katya,1,8
1572,34395,Kevin Chamberlin,Charles Weiss,2,9
1572,141748,Sharon Washington,Officer Jane,1,10
1572,6438,Stephen Pearlman,Dr. Schiller,0,11
1572,141749,Michael Alexander Jackson,Dexter,0,12
1572,83860,Aldis Hodge,Raymond,0,13
1572,19902,Mischa Hausserman,Mischa,2,14
1572,21136,Michael Cristofer,Jarvis,2,15
1572,89485,Tony Halme,Roman,2,16
9073,18259,Jason James Richter,Jesse,2,0
9073,147,Michael Madsen,Glen Greenwood,2,1
9073,18261,Jayne Atkinson,Annie Greenwood,1,2
9073,18260,August Schellenberg,Randolph Johnson,2,3
9073,8184,Mary Kate Schellhardt,Nadine,1,4
9073,17918,Francis Capra,Elvis,2,5
9073,34,Mykelti Williamson,Dwight Mercer,2,6
9073,7430,Elizabeth Peña,Kate Haley,1,7
9073,4602,Jon Tenney,John Milner,2,8
9073,588,M. Emmet Walsh,Bill Wilcox,2,9
17447,6106,Steven Weber,Jeffrey,2,0
17447,2387,Patrick Stewart,Sterling,2,1
17447,42722,Michael T. Weiss,Steve Howard,2,2
17447,10205,Sigourney Weaver,Debra Moorhouse,1,3
17447,11870,Christine Baranski,Ann Marwood Bartle,1,4
17447,180422,Bryan Batt,Darius,2,5
17447,8536,Victor Garber,Tim,2,6
17447,78729,Nathan Lane,Father Dan,2,7
17447,15415,Peter Maloney,Dad,2,8
17447,10386,Debra Monk,Mom,1,9
17447,3019,Olympia Dukakis,Mrs. Marcangelo,1,10
17447,52475,J. Smith-Cameron,Sharon,1,11
17447,29445,Ethan Phillips,Dave,2,12
17447,11074,Kathy Najimy,Acolyte,1,13
17447,20187,Camryn Manheim,Single Woman,1,14
17447,17488,Alice Drummond,Grandma Rose,1,15
19326,64998,Pauly Shore,Tommy Collins,2,0
19326,13445,Tia Carrere,Monica,1,1
19326,2283,Stanley Tucci,Frank,2,2
19326,1535,Brian Doyle-Murray,Harry,2,3
19326,3093,Abe Vigoda,Judge Powell,2,4
19326,16119,Charles Napier,Jed,2,5
19326,6396,Richard Edson,Skeets,2,6
19326,18262,Richard Riehle,Principal Beasely,2,7
19326,46924,Alex Datcher,Sarah,1,8
19326,55755,Richard T. Jones,Nathan,2,9
19326,94750,Sharon Barr,Libby Starling,0,10
19326,10489,Jack McGee,Murphy,2,11
19326,78435,Nick Bakay,Richard Hertz,0,12
19326,94752,Ernie Lee Banks,Ray,2,13
19326,7632,Shelley Winters,Mrs. Collins,1,14
19326,6751,Siobhan Fallon,Heather,1,15
19326,9996,Sean Whalen,Carl Wayne Bishop,2,16
19326,140778,Billie Bird,Rose,1,17
19326,1538,Rick Ducommun,The Real Frank (uncredited),0,18
19326,57906,Andrew Dice Clay,Uncle Sal (uncredited),0,19
19326,78003,Mark L. Taylor,Russell Cadbury,0,20
68274,20,Elizabeth Perkins,Rebecca Trager Lott,1,0
68274,12052,Gwyneth Paltrow,Lucy Trager,1,1
68274,3391,Kathleen Turner,Alberta Trager,1,2
68274,2395,Whoopi Goldberg,Sylvie Morrow,1,3
68274,32362,Jon Bon Jovi,,2,4
68274,104799,Shadia Simmons,Jenny Morrow,1,5
68274,1217865,Erica Luttrell,Drew Morrow,1,6
48787,545828,Marina Zudina,Billy Hughes,0,0
48787,102754,Fay Ripley,Karen Hughes,0,1
48787,88519,Evan Richards,Andy Clarke,0,2
48787,550752,Igor Volkov,Arkadi,2,3
48787,1281840,Sergei Karlenkov,Lyosha,2,4
48787,12248,Alec Guinness,The Reaper,2,5
48787,47434,Aleksandr Pyatkov,,2,6
48787,586221,Nikolai Pastukhov,Janitor,2,7
48787,223412,Aleksandr Bureyev,,2,8
48787,1165647,Yuriy Sherstnyov,,2,9
48787,1254711,Denis Karasyov,Fake policeman,0,10
48787,1158865,Olga Tolstetskaya,Actress,0,11
48787,1090481,Oleg Yankovskiy,Larsen,2,12
34574,17257,Elina Löwensohn,Nadja,1,0
34574,8949,Peter Fonda,Dracula / Dr. Van Helsing,2,1
34574,5602,David Lynch,Morgue Receptionist,2,2
34574,2179,Suzy Amis,Cassandra,1,3
34574,15440,Jared Harris,Edgar,2,4
34574,42993,Martin Donovan,Jim,2,5
58372,12021,Mia Farrow,Rachel,0,0
58372,3417,Tony Goldwyn,Tom,2,1
58372,349,Scott Glenn,Lloyd,2,2
58372,18248,Mary-Louise Parker,Pooty,1,3
9090,723,Patrick Swayze,Vida Boheme,2,0
9090,10814,Wesley Snipes,Noxeema Jackson,2,1
9090,5723,John Leguizamo,Chi-Chi Rodriguez,2,2
9090,8893,Stockard Channing,Carol Ann,1,3
9090,52474,Jason London,Bobby Ray,2,4
9090,78589,RuPaul,Rachel Tensions,2,5
9090,2157,Robin Williams,John Jacob Jingleheimer Schmidt (uncredited),2,6
9090,17488,Alice Drummond,Clara,1,7
9090,10401,Blythe Danner,Beatrice,1,8
9090,3229,Arliss Howard,Virgil,2,9
9090,2969,Chris Penn,Sheriff Dollard,2,10
9090,4778,Melinda Dillon,Merna,1,11
9090,5151,Beth Grant,Loretta,1,12
9090,15424,Michael Vartan,Tommy,2,13
9090,56367,Naomi Campbell,Girl,1,14
77350,3664,Sandra Bernhard,herself,1,0
77350,56696,Isaac Mizrahi,himself,2,1
77350,56367,Naomi Campbell,herself,1,2
77350,547866,John Galliano,himself,2,3
77350,533007,Kate Moss,herself,1,4
77350,588627,Linda Evangelista,as herself,0,5
77350,33665,Cindy Crawford,as herself,1,6
9560,6384,Keanu Reeves,Paul Sutton,2,0
9560,37946,Aitana Sánchez-Gijón,Victoria Aragón,1,1
9560,5401,Anthony Quinn,Don Pedro Aragón,2,2
9560,7353,Angélica Aragón,María José Aragón,1,3
9560,1194312,Evangelina Elizondo,Guadelupe Aragón,1,4
9560,23959,Debra Messing,Betty Sutton,1,5
9560,3753,Giancarlo Giannini,Alberto Aragón,2,6
9560,6862,Freddy Rodríguez,"Pedro Aragón, Jr.",2,7
31611,8891,John Travolta,Louis Pinnock,2,0
31611,33162,Harry Belafonte,Thaddeus Thomas,2,1
31611,6473,Kelly Lynch,Marsha Pinnock,1,2
31611,13307,Margaret Avery,Megan Thomas,1,3
31611,19453,Tom Bower,Stanley,2,4
50797,82796,Nikita Mikhalkov,Col. Sergei Petrovich Kotov,2,0
50797,82795,Oleg Menshikov,Dimitri (Mitya),2,1
50797,14593,Ingeborga Dapkunaite,Marusia,1,2
50797,99311,Vyacheslav Tikhonov,Vsevolod,2,3
50797,500625,Nadezhda Mikhalkova,Nadya Kotova,1,4
50797,17482,André Oumansky,Philippe,0,5
37141,5588,Alicia Silverstone,Jennifer,0,0
37141,23646,Jeremy London,Jack,2,1
37141,22131,J.T. Walsh,Harry Tucker,2,2
37141,18070,Nicky Katt,Mark,2,3
37141,23975,Lee Garlington,Dolly Tucker,1,4
37141,18364,George Segal,Bill Holsten,2,5
37141,108210,Ryan Slater,Jimmy,2,6
37141,10475,Lois Chiles,Bernice Holsten,1,7
9382,2395,Whoopi Goldberg,Jane Deluca,1,0
9382,18248,Mary-Louise Parker,Robin,1,1
9382,69597,Drew Barrymore,Holly Pulchik-Lincoln,1,2
9382,10297,Matthew McConaughey,Abe Lincoln,2,3
9382,1736,James Remar,Alex,2,4
9382,39112,Billy Wirth,Nick,2,5
1909,85,Johnny Depp,Don Juan deMarco,2,0
1909,3084,Marlon Brando,Dr. Jack Mickler,2,1
1909,6450,Faye Dunaway,Marilyn Mickler,1,2
1909,19888,Géraldine Pailhas,Dona Ana,1,3
1909,19889,Bob Dishy,Dr. Paul Showalter,2,4
1909,10768,Rachel Ticotin,Doña Inez,1,5
1909,10680,Talisa Soto,Doña Julia,1,6
1909,25214,Stephen Singer,Dr. Bill Dunsmore,2,7
1909,25215,Джо Чампа,Sultana Gulbeyaz,1,8
1909,1536,Marita Geraghty,Woman in Restaurant,1,9
1909,21544,Richard C. Sarafian,Detective Sy Tobias,0,10
1909,32391,Tresa Hughes,Grandmother DeMarco,1,11
1909,28413,Carmen Argenziano,Don Alfonzo,2,12
8984,3392,Michael Douglas,Tom Sanders,2,0
8984,3416,Demi Moore,Meredith Johnson,1,1
8984,55636,Donald Sutherland,Bob Garvin,2,2
8984,19152,Dylan Baker,Philip Blackburn,2,3
8984,56485,Jacqueline Kim,Cindy Chang,1,4
8984,21366,Roma Maffia,Catherine Alvarez,1,5
8984,6692,Caroline Goodall,Susan Hendler,1,6
8984,49958,Rosemary Forsyth,Stephanie Kaplan,1,7
8984,18326,Dennis Miller,Mark Lewyn,2,8
8984,8266,Suzie Plakson,Mary Anne Hunter,1,9
8984,50402,Nicholas Sadler,Don Cherry,2,10
8984,10825,Donal Logue,Chance Geer,2,11
62488,32597,Dylan McDermott,Julian,2,0
62488,18331,Nancy Travis,Lucille,1,1
62488,6474,James Le Gros,Thoreau,2,2
62488,138,Quentin Tarantino,Destiny,2,3
62488,26485,Jim Belushi,Tuerto,2,4
11929,8534,Kathy Bates,Dolores Claiborne,1,0
11929,10431,Jennifer Jason Leigh,Selena St. George,1,1
11929,33448,Judy Parfitt,Vera Donovan,0,2
11929,290,Christopher Plummer,John Mackey,2,3
11929,11064,David Strathairn,Joe St. George,2,4
11929,4764,John C. Reilly,Const. Frank Stamshaw,2,5
11929,10866,Eric Bogosian,Peter,2,6
11929,1218072,Ellen Muth,Young Selena,1,7
11929,4029,Bob Gunton,Mr. Pease,2,8
397,5344,Meg Ryan,Kate,1,0
397,8945,Kevin Kline,Luc Teyssier,2,1
397,16327,Timothy Hutton,Charlie,2,2
397,1003,Jean Reno,Inspector Jean-Paul Cardon,2,3
397,16328,Adam Brooks,Perfect Passenger,2,4
397,33161,François Cluzet,Bob,0,5
397,20018,Suzan Anbeh,Juliette,1,6
397,23647,Renée Humphrey,Lilly,1,7
15789,84213,Bill Farmer,Goofy Goof (voice),2,0
15789,61983,Jason Marsden,Max Goof (voice),2,1
15789,43125,Rob Paulsen,P.J. Pete (voice),2,2
15789,12077,Jim Cummings,Peter Pete (voice),2,3
15789,93663,Kellie Martin,Roxanne (voice),1,4
15789,15775,Kevin Lima,Lester (voice),2,5
15789,265863,Jenna von Oy,Stacey (voice),1,6
15789,51750,Joey Lawrence,Chad (voice),2,7
15789,40680,Julie Brown,Lisa (voice),1,8
15789,78076,Wayne Allwine,Mickey Mouse (voice),2,9
15789,12900,Wallace Shawn,Principal Arthur Mazur (voice),2,10
15789,84323,Florence Stanley,Waitress (voice),1,11
15789,15831,Frank Welker,Bigfoot (voice),2,12
15789,21460,Pat Buttram,Possum Park Emcee (voice),2,13
15789,64998,Pauly Shore,Bobby Zimmeruski (voice) (uncredited),2,14
27303,4785,Jeff Goldblum,Hatch Harrison,2,0
27303,77133,Christine Lahti,Lindsey,1,1
27303,5588,Alicia Silverstone,Regina,0,2
27303,23958,Jeremy Sisto,Vassago,2,3
27303,658,Alfred Molina,Jonas,2,4
27303,13312,Rae Dawn Chong,Rose Orwetto,1,5
27303,6074,Kenneth Welsh,Detective Breech,0,6
10954,16240,Stefano Dionisi,Carlo Broschi (Farinelli),0,0
10954,27392,Enrico Lo Verso,Riccardo Broschi,2,1
10954,39195,Elsa Zylberstein,Alexandra,1,2
10954,1924,Jeroen Krabbé,George Frideric Handel,0,3
10954,25838,Caroline Cellier,Margareth Hunter,1,4
47867,86812,Ted Manson,Henry Royce,2,0
47867,37825,Afemo Omilami,Krugman,2,1
32631,38559,Christopher Lambert,Paul Racine,2,0
32631,11389,John Lone,Kinjo,2,1
32631,6720,Joan Chen,Kirina,1,2
32631,81108,Yoshio Harada,Takeda Sensei,2,3
32631,80607,Yoko Shimada,Mieko Takeda,1,4
32631,19589,Mari Natsuki,Junko,1,5
32631,84656,Tak Kubota,Oshima,0,6
32631,305332,Masumi Okada,Lt. Wadakura,2,7
32631,953728,Toshishiro Obata,Ryuma,0,8
11777,504,Tim Robbins,Ed Walters,2,0
11777,5344,Meg Ryan,Catherine Boyd,1,1
11777,6837,Walter Matthau,Albert Einstein,2,2
11777,23708,Lou Jacobi,Kurt Gödel,2,3
11777,11275,Stephen Fry,James Moreland,2,4
11777,20626,Joseph Maher,Nathan Liebknecht,2,5
11777,69300,Gene Saks,Boris Podolsky,2,6
11777,4252,Tony Shalhoub,Bob Rosetti,2,7
11777,11805,Frank Whaley,Frank,2,8
11777,1466,Charles Durning,Louis Bamberger,2,9
11777,108098,Danny Zorn,Dennis,2,10
628,287,Brad Pitt,Louis de Pointe du Lac,2,0
628,500,Tom Cruise,Lestat de Lioncourt,2,1
628,205,Kirsten Dunst,Claudia,1,2
628,3131,Antonio Banderas,Armand,2,3
628,2224,Christian Slater,Daniel Malloy,2,4
628,9029,Stephen Rea,Santiago,2,5
628,9030,Thandie Newton,Yvette,1,6
628,9031,Domiziana Giordano,Madeleine,1,7
628,24241,Sara Stockbridge,Estelle,1,8
628,232174,Indra Ové,New Orleans Whore,0,9
628,149876,Laure Marsac,Mortal Woman on Stage,1,10
628,17290,Andrew Tiernan,Paris Vampire,2,11
628,1218000,Bellina Logan,Tavern Girl,0,12
628,951881,George Kelly,Dollmaker,2,13
628,15737,Helen McCrory,2nd New Orleans Whore,1,14
18713,77761,John G. Brennan,Himself,2,0
18713,83480,Kamal Ahmed,Kamal,2,1
18713,1903,Alan Arkin,,2,2
18713,21282,William Hickey,,2,3
18713,47774,Vincent Pastore,,2,4
18713,1465971,Alan North,,0,5
18713,11484,Suzanne Shepherd,,1,6
18713,1005,Peter Appel,,2,7
18713,12208,Ozzy Osbourne,Band Manager,2,8
37108,21403,Thomas Ian Nicholas,Calvin Fuller,2,0
37108,14324,Joss Ackland,King Arthur,2,1
37108,10672,Art Malik,Lord Belasco,2,2
37108,8784,Daniel Craig,Master Kane,2,3
